Sample,Date,Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
S1830,January-13,20:30,3112.788086,11.55035973,3434.017043,43.33140945
S1831,January-13,20:40,3327.906006,14.32791042,3600,41.61008072
S1832,January-13,20:50,2640.381104,11.99260998,3520.796173,42.48521042
S1833,January-13,21:00,2054.148926,11.55994034,3436.281653,44.16669083
S1834,January-13,21:10,1908.331055,11.7164402,3470.800339,39.55644989
S1835,January-13,21:20,1835.322998,11.90598965,3506.568679,41.32086945
S1836,January-13,21:30,1805.360962,12.28993988,3560.007524,43.52746964
S1837,January-13,21:40,1793.901001,13.28411007,3600,43.68220139
S1838,January-13,21:50,1765.411011,13.92677975,3600,43.62179947
S1839,January-13,22:00,980.9821167,14.87893009,3600,42.4589386
S1840,January-13,22:10,364.214386,14.01292992,3600,44.84909821
S1841,January-13,22:20,372.1028137,12.56439018,3583.629568,41.90797043
S1842,January-13,22:30,357.2691956,13.0060997,3600,43.64702988
S1843,January-13,22:40,361.2538147,12.19260025,3548.77392,42.76771927
S1844,January-13,22:50,367.8652039,12.55897999,3583.275882,40.37134171
S1845,January-13,23:00,360.869812,12.75306034,3593.227445,39.18413925
S1846,January-13,23:10,359.9920959,13.45409012,3600,37.67650986
S1847,January-13,23:20,359.2060852,14.73820972,3600,35.0669899
S1848,January-13,23:30,372.7349854,14.24145031,3600,35.03020096
S1849,January-13,23:40,379.5581055,14.0689497,3600,34.63983917
S1850,January-13,23:50,383.7080078,14.54494953,3600,33.96102905
S1851,January-14,0:00,390.6116943,14.9113903,3600,34.16986084
S1852,January-14,0:10,397.6158142,16.84382057,3600,34.92731857
S1853,January-14,0:20,417.4453125,16.13022041,3600,35.56703186
S1854,January-14,0:30,884.4188843,16.28726959,3600,34.99151993
S1855,January-14,0:40,824.1192017,15.24129963,3600,35.74425888
S1856,January-14,0:50,794.0396118,16.45137978,3600,34.79402924
S1857,January-14,1:00,1217.884033,16.08036041,3600,34.08831024
S1858,January-14,1:10,1284.390991,16.75053978,3600,35.02362061
S1859,January-14,1:20,1074.524048,15.55852985,3600,35.96804047
S1860,January-14,1:30,712.5662231,14.35068989,3600,35.29277039
S1861,January-14,1:40,407.4122009,14.52583027,3600,35.41324997
S1862,January-14,1:50,473.2986145,15.05801964,3600,34.69889069
S1863,January-14,2:00,434.6236877,14.74473,3600,34.17552948
S1864,January-14,2:10,769.1849976,15.16473007,3600,35.12015915
S1865,January-14,2:20,1222.276001,16.77611923,3600,35.41564178
S1866,January-14,2:30,934.4776001,15.51206017,3600,35.11315918
S1867,January-14,2:40,848.7230225,15.69180012,3600,34.27190018
S1868,January-14,2:50,983.6571045,15.95460033,3600,34.52136993
S1869,January-14,3:00,1241.894043,16.08058929,3600,34.24098969
S1870,January-14,3:10,761.7824707,14.67790031,3600,34.76691055
S1871,January-14,3:20,809.8361816,15.81194019,3600,33.81533813
S1872,January-14,3:30,789.6798096,14.57791996,3600,36.8608284
S1873,January-14,3:40,495.2713928,12.87786007,3596.703647,37.74750137
S1874,January-14,3:50,761.8853149,13.96817017,3600,38.27212906
S1875,January-14,4:00,788.5352173,13.5261898,3600,36.8366394
S1876,January-14,4:10,794.2363281,14.78370953,3600,31.48656082
S1877,January-14,4:20,1020.682007,15.41481018,3600,34.28353882
S1878,January-14,4:30,555.5546265,12.18725967,3548.113111,33.77355957
S1879,January-14,4:40,1046.828979,15.75191975,3600,35.82662964
S1880,January-14,4:50,987.7667236,15.36734962,3600,35.60588074
S1881,January-14,5:00,552.2199707,14.06523991,3600,43.71318817
S1882,January-14,5:10,706.6343994,14.93432999,3600,40.80258179
S1883,January-14,5:20,602.6843262,14.88002014,3600,39.98149109
S1884,January-14,5:30,404.8211975,14.54804039,3600,39.88174057
S1885,January-14,5:40,460.986908,14.40456963,3600,40.58980179
S1886,January-14,5:50,414.019104,12.66975975,3589.641543,38.44348907
S1887,January-14,6:00,501.5857849,14.80443001,3600,37.47980118
S1888,January-14,6:10,518.3956299,15.60114956,3600,37.58007813
S1889,January-14,6:20,627.5477295,14.50531006,3600,36.54468155
S1890,January-14,6:30,493.6169128,15.37574959,3600,38.20352936
S1891,January-14,6:40,634.0880127,16.33338928,3600,37.30873871
S1892,January-14,6:50,487.1355896,15.58170033,3600,37.51622009
S1893,January-14,7:00,437.7571106,15.25695038,3600,38.96178818
S1894,January-14,7:10,414.5194092,14.85155964,3600,39.32688904
S1895,January-14,7:20,391.6643066,14.63654995,3600,37.80945969
S1896,January-14,7:30,386.2250061,14.40452003,3600,36.60818863
S1897,January-14,7:40,372.7309875,13.85463047,3600,37.53295898
S1898,January-14,7:50,270.4981079,10.88652992,3230.890633,36.34542084
S1899,January-14,8:00,373.1335144,14.06085014,3600,27.7726593
S1900,January-14,8:10,342.9891968,12.93976021,3597.595033,29.35014915
S1901,January-14,8:20,312.3088074,12.92605972,3597.444959,31.59255981
S1902,January-14,8:30,274.6456909,12.12745953,3540.393879,31.21907043
S1903,January-14,8:40,69.43295288,9.36560154,2381.832452,35.63309097
S1904,January-14,8:50,0,8.401481628,1767.600801,29.10919952
S1905,January-14,9:00,0,9.14452076,2237.543467,37.85874176
S1906,January-14,9:10,0,8.185569763,1637.987649,34.90937042
S1907,January-14,9:20,0,9.578113556,2500.613454,40.11478043
S1908,January-14,9:30,0,8.163620949,1625.041327,36.97612
S1909,January-14,9:40,0,7.962027073,1508.326682,32.96733093
S1910,January-14,9:50,0,8.796590805,2013.778088,36.1198616
S1911,January-14,10:00,0,8.482584953,1817.265398,41.16703033
S1912,January-14,10:10,0,8.317223549,1716.550344,34.05998993
S1913,January-14,10:20,0,8.335401535,1727.515102,37.6059494
S1914,January-14,10:30,0,8.99559021,2141.148467,40.445961
S1915,January-14,10:40,0,9.313090324,2347.46154,40.00152969
S1916,January-14,10:50,0,9.201218605,2274.431775,40.09719086
S1917,January-14,11:00,0,6.790811062,924.5351663,34.42786026
S1918,January-14,11:10,0,7.764335155,1398.068422,34.96833038
S1919,January-14,11:20,0,8.353866577,1738.680929,42.64208984
S1920,January-14,11:30,0,8.122333527,1600.810926,35.15446091
S1921,January-14,11:40,0,8.074152946,1572.742725,32.48828888
S1922,January-14,11:50,0,9.108490944,2214.152666,37.22615814
S1923,January-14,12:00,0,9.059758186,2182.583869,37.99967957
S1924,January-14,12:10,0,9.142354965,2236.136261,41.76792145
S1925,January-14,12:20,0,8.225179672,1661.463074,29.31142998
S1926,January-14,12:30,0,8.498535156,1827.090366,27.48994064
S1927,January-14,12:40,0,8.433703423,1787.27244,33.45024872
S1928,January-14,12:50,0,8.86438942,2056.962367,32.77566147
S1929,January-14,13:00,0,9.078632355,2194.800658,38.38587189
S1930,January-14,13:10,0,8.058984756,1563.953653,34.80270004
S1931,January-14,13:20,0,8.850280762,2047.956768,37.18317032
S1932,January-14,13:30,0,8.962948799,2120.133406,40.50806046
S1933,January-14,13:40,0,9.863484383,2704.256962,41.54568863
S1934,January-14,13:50,0,9.209749222,2279.98973,41.98246002
S1935,January-14,14:00,0,8.370439529,1748.72624,38.5225296
S1936,January-14,14:10,0,8.026825905,1545.396043,29.52610016
S1937,January-14,14:20,0,7.377861023,1195.591043,28.14355087
S1938,January-14,14:30,0,8.337305069,1728.664877,42.20000839
S1939,January-14,14:40,0,7.911658764,1479.820364,40.30070114
S1940,January-14,14:50,0,7.558808804,1288.381928,38.66210175
S1941,January-14,15:00,0,7.495349884,1255.570347,37.62543106
S1942,January-14,15:10,0,7.098223209,1060.825061,47.04636002
S1943,January-14,15:20,0,7.516695023,1266.577774,39.07281876
S1944,January-14,15:30,0,6.700274944,886.5869604,46.56819153
S1945,January-14,15:40,0,6.554094791,827.313671,33.70289993
S1946,January-14,15:50,0,6.699398041,886.2240912,40.19517899
S1947,January-14,16:00,0,7.355926991,1184.621443,38.99795914
S1948,January-14,16:10,0,7.047657013,1037.587262,39.30503082
S1949,January-14,16:20,0,7.063658237,1044.904653,43.50098038
S1950,January-14,16:30,0,6.547071934,824.5269776,45.45848083
S1951,January-14,16:40,0,6.800784111,928.7744927,47.87088013
S1952,January-14,16:50,0,7.227163792,1121.61777,39.8878212
S1953,January-14,17:00,0,6.855557919,952.2699272,39.58526993
S1954,January-14,17:10,0,8.590323448,1883.978376,39.34862137
S1955,January-14,17:20,0,7.157615185,1088.548847,38.8070488
S1956,January-14,17:30,0,8.295837402,1703.685899,41.72262955
S1957,January-14,17:40,0,8.375053406,1751.526771,44.9650116
S1958,January-14,17:50,0,8.770921707,1997.4907,40.77135086
S1959,January-14,18:00,0,5.420444965,446.4029345,47.34819031
S1960,January-14,18:10,0,6.927756786,983.7962732,47.86531067
S1961,January-14,18:20,0,6.940579891,989.4627483,45.60234833
S1962,January-14,18:30,0,6.575778008,835.9525832,44.23175812
S1963,January-14,18:40,0,5.602359772,498.9332091,51.18167114
S1964,January-14,18:50,0,6.51448679,811.6692368,49.29079056
S1965,January-14,19:00,0,7.52503109,1270.874877,45.8418808
S1966,January-14,19:10,0,6.284493923,724.2417389,41.21794128
S1967,January-14,19:20,0,6.178379059,685.8366154,58.09236145
S1968,January-14,19:30,0,5.279471874,407.7410175,49.10543823
S1969,January-14,19:40,0,5.709410191,531.3067218,61.35261154
S1970,January-14,19:50,0,5.895658016,590.3495957,61.93498993
S1971,January-14,20:00,0,6.117278099,664.2703393,63.35321045
S1972,January-14,20:10,0,5.119966984,366.0276243,67.2412262
S1973,January-14,20:20,0,6.086036205,653.3973461,69.75910187
S1974,January-14,20:30,0,5.806790829,561.7374134,72.06596375
S1975,January-14,20:40,0,5.821589947,566.4458104,76.4803009
S1976,January-14,20:50,0,5.136239052,370.1878351,78.27011108
S1977,January-14,21:00,0,5.403010845,441.5271055,79.54450226
S1978,January-14,21:10,0,6.15286684,676.783239,71.10932159
S1979,January-14,21:20,0,5.827418804,568.3064281,69.65046692
S1980,January-14,21:30,0,6.340551853,745.0197015,62.77088165
S1981,January-14,21:40,0,6.49810791,805.2509854,62.2186203
S1982,January-14,21:50,0,6.497231007,804.908201,59.12168884
S1983,January-14,22:00,0,7.441709995,1227.928189,54.88862991
S1984,January-14,22:10,0,7.241793156,1128.658239,59.81610107
S1985,January-14,22:20,0,7.762310982,1396.962711,58.4987793
S1986,January-14,22:30,0,6.896508217,970.0728452,65.93628693
S1987,January-14,22:40,0,7.413292885,1213.460888,64.12718201
S1988,January-14,22:50,0,6.994734764,1013.620344,68.99236298
S1989,January-14,23:00,0,6.171788216,683.4910879,64.37480927
S1990,January-14,23:10,0,7.472651958,1243.81974,64.10782623
S1991,January-14,23:20,0,7.022267818,1026.044522,65.2266922
S1992,January-14,23:30,0,8.374314308,1751.078039,65.83439636
S1993,January-14,23:40,0,7.586606026,1302.902557,66.03292084
S1994,January-14,23:50,0,7.447021008,1230.645543,61.54013824
S1995,January-15,0:00,0,6.966258049,1000.871434,64.90618896
S1996,January-15,0:10,0,7.724925995,1376.629419,64.41042328
S1997,January-15,0:20,0,7.617459774,1319.137824,68.24172211
S1998,January-15,0:30,0,7.39862299,1206.039642,71.06352234
S1999,January-15,0:40,0,7.692293167,1359.019586,72.47062683
S2000,January-15,0:50,0,6.897043228,970.3067944,67.85771942
S2001,January-15,1:00,0,7.388737202,1201.056612,64.08245087
S2002,January-15,1:10,0,8.220582008,1658.730911,70.1979599
S2003,January-15,1:20,0,8.529285431,1846.083385,68.14996338
S2004,January-15,1:30,0,7.667794228,1345.885532,68.8611908
S2005,January-15,1:40,0,7.556605816,1287.23549,71.72055817
S2006,January-15,1:50,0,7.140810013,1080.656622,70.82097626
S2007,January-15,2:00,0,7.036448956,1032.481501,78.33944702
S2008,January-15,2:10,0,7.618653774,1319.768579,74.93755341
S2009,January-15,2:20,0,6.857717991,953.2039088,77.28336334
S2010,January-15,2:30,0,6.600828171,845.9988956,74.32331848
S2011,January-15,2:40,0,7.167777061,1093.339594,75.1857605
S2012,January-15,2:50,0,6.400777817,767.7223213,76.72173309
S2013,January-15,3:00,0,7.113031864,1067.693812,74.63256836
S2014,January-15,3:10,0,6.059624195,644.2866231,71.69371033
S2015,January-15,3:20,0,6.41905117,774.6888111,70.43406677
S2016,January-15,3:30,0,6.382071018,760.6283755,69.53138733
S2017,January-15,3:40,0,5.802290916,560.3101748,73.83635712
S2018,January-15,3:50,0,6.960810184,998.444079,72.1650238
S2019,January-15,4:00,0,6.319869995,737.3143823,72.19329071
S2020,January-15,4:10,0,6.461078167,790.850053,73.43054199
S2021,January-15,4:20,0,6.704220772,888.2208765,73.99960327
S2022,January-15,4:30,0,6.411843777,771.9367186,75.38372803
S2023,January-15,4:40,0,6.41991806,775.0202102,72.54876709
S2024,January-15,4:50,0,5.804008007,560.8545419,75.54711151
S2025,January-15,5:00,0,5.49843502,468.5498184,71.55766296
S2026,January-15,5:10,0,5.071679115,353.8059873,76.8674469
S2027,January-15,5:20,0,4.449114799,211.3060004,78.3552475
S2028,January-15,5:30,0,4.340175152,188.9147366,83.45124054
S2029,January-15,5:40,0,4.52226305,226.7269636,85.7180481
S2030,January-15,5:50,0,3.839785099,99.29224417,85.30522156
S2031,January-15,6:00,0,4.619813919,247.8000976,85.34194946
S2032,January-15,6:10,0,4.1811409,157.3852716,76.69242096
S2033,January-15,6:20,0,4.206710815,162.3663259,84.81124115
S2034,January-15,6:30,0,3.991852999,126.4410856,81.0700531
S2035,January-15,6:40,0,2.882282972,0,72.75361633
S2036,January-15,6:50,0,2.308273077,0,81.60785675
S2037,January-15,7:00,0,2.361095905,0,111.5421982
S2038,January-15,7:10,0,2.063914061,0,120.5155029
S2039,January-15,7:20,0,2.544576883,0,121.1212997
S2040,January-15,7:30,0,2.547313929,0,125.2582016
S2041,January-15,7:40,0,2.864016056,0,122.6313019
S2042,January-15,7:50,0,3.715559959,79.86000314,127.3713989
S2043,January-15,8:00,0,3.60780406,65.00379195,128.7772064
S2044,January-15,8:10,0,2.877650023,0,121.5851974
S2045,January-15,8:20,0,2.490953922,0,137.9891968
S2046,January-15,8:30,0,3.779248953,89.51428094,143.6979065
S2047,January-15,8:40,0,3.474320889,49.17669286,149.4940033
S2048,January-15,8:50,0,3.875819921,105.3910803,130.0968933
S2049,January-15,9:00,0,3.158132076,23.06068672,140.565094
S2050,January-15,9:10,0,3.064233065,18.385529,158.5328979
S2051,January-15,9:20,0,2.570329905,0,149.0641937
S2052,January-15,9:30,0,2.662580967,0,148.2658997
S2053,January-15,9:40,0,2.768019915,0,163.3097992
S2054,January-15,9:50,0,2.264162064,0,160.0016937
S2055,January-15,10:00,0,2.164356947,0,155.5923004
S2056,January-15,10:10,0,1.848634958,0,147.204895
S2057,January-15,10:20,0,1.302652955,0,144.0800018
S2058,January-15,10:30,0,1.657750964,0,135.6408997
S2059,January-15,10:40,0,1.830906034,0,115.5319977
S2060,January-15,10:50,0,2.424906969,0,137.3430023
S2061,January-15,11:00,0,1.407426953,0,135.7205048
S2062,January-15,11:10,0,1.419661045,0,110.7216034
S2063,January-15,11:20,0,2.291460037,0,160.2574005
S2064,January-15,11:30,0,3.140239954,22.0610581,161.2789001
S2065,January-15,11:40,0,4.008918762,124.6576647,147.1768951
S2066,January-15,11:50,0,3.796623945,92.26074306,144.0438995
S2067,January-15,12:00,0,3.14835,22.50781782,157.8905945
S2068,January-15,12:10,0,2.616970062,0,150.6018982
S2069,January-15,12:20,0,2.636298895,0,176.6383057
S2070,January-15,12:30,0,3.064409971,18.39301063,212.8338928
S2071,January-15,12:40,0,3.198503971,25.5044332,206.8043976
S2072,January-15,12:50,0,1.772997022,0,237.5569
S2073,January-15,13:00,0,2.570558071,0,255.3050995
S2074,January-15,13:10,0,2.886101007,0,252.9965973
S2075,January-15,13:20,0,1.95826304,0,278.8612061
S2076,January-15,13:30,0,0.916517317,0,337.4909973
S2077,January-15,13:40,0,0.359423012,0,195.2696991
S2078,January-15,13:50,0,0.523714185,0,96.9766922
S2079,January-15,14:00,0,1.630602956,0,70.9460907
S2080,January-15,14:10,0,2.147983074,0,87.5893631
S2081,January-15,14:20,0,2.902334929,0,74.39350891
S2082,January-15,14:30,0,2.439929962,0,95.12669373
S2083,January-15,14:40,0,1.432919979,0,118.5445023
S2084,January-15,14:50,0,1.357926011,0,140.0173035
S2085,January-15,15:00,0,1.543877959,0,138.7593994
S2086,January-15,15:10,0,1.881615043,0,158.658493
S2087,January-15,15:20,0,2.20945406,0,163.686203
S2088,January-15,15:30,0,2.359036922,0,169.212204
S2089,January-15,15:40,0,2.442393064,0,174.5366974
S2090,January-15,15:50,0,2.869776964,0,184.3063965
S2091,January-15,16:00,0,3.810376883,94.46891558,185.1461945
S2092,January-15,16:10,4.390997887,4.096646786,141.1543302,161.8722992
S2093,January-15,16:20,-0.269599408,2.636616945,0,149.6419983
S2094,January-15,16:30,0,2.829303026,0,157.0444031
S2095,January-15,16:40,0,3.691612005,76.39775743,160.2812958
S2096,January-15,16:50,0,3.833004951,98.16793838,185.2707977
S2097,January-15,17:00,13.64013958,4.180531025,157.2668669,199.2545013
S2098,January-15,17:10,262.8027954,5.000227928,336.0555964,191.2433014
S2099,January-15,17:20,304.9075012,5.197075844,385.9313252,187.9622955
S2100,January-15,17:30,548.1334229,6.02660799,633.0026375,187.4524994
S2101,January-15,17:40,747.8093262,6.615736008,852.0113607,187.384903
S2102,January-15,17:50,593.5028076,6.224112988,702.2404232,190.8246002
S2103,January-15,18:00,773.6442261,6.628953934,857.3633904,195.1253052
S2104,January-15,18:10,1142.384033,7.460888863,1237.761135,195.8215027
S2105,January-15,18:20,811.3214111,6.785480976,922.2743119,197.9134979
S2106,January-15,18:30,853.4119263,6.972999096,1003.880139,201.570694
S2107,January-15,18:40,1054.509033,7.238627911,1127.132429,197.4566956
S2108,January-15,18:50,1694.58606,8.038964272,1552.388304,195.5261993
S2109,January-15,19:00,1201.56897,6.834468842,943.1809827,197.9452972
S2110,January-15,19:10,997.3594971,6.576204777,836.1231451,202.8444061
S2111,January-15,19:20,1163.276001,6.982643127,1008.194467,201.5675964
S2112,January-15,19:30,2067.144043,8.602573395,1891.613856,204.6177979
S2113,January-15,19:40,1617.161011,7.571663857,1295.084495,211.2463074
S2114,January-15,19:50,1778.948975,7.908737183,1478.175331,210.7736969
S2115,January-15,20:00,2133.7229,8.690729141,1946.844401,208.513504
S2116,January-15,20:10,2750.625977,10.1298399,2870.22607,202.9557037
S2117,January-15,20:20,2660.141113,9.667714119,2567.571134,201.0527954
S2118,January-15,20:30,2339.496094,9.104892731,2211.81899,201.758194
S2119,January-15,20:40,2175.629883,8.949515343,2111.497719,202.8106995
S2120,January-15,20:50,2613.375977,9.499038696,2469.357551,201.6004944
S2121,January-15,21:00,2602.799072,9.438357353,2429.528046,201.0258026
S2122,January-15,21:10,2456.895996,9.19630146,2271.229,200.5299072
S2123,January-15,21:20,2152.070068,8.751609802,1985.26072,202.9412994
S2124,January-15,21:30,1471.972046,7.307071209,1160.438821,208.7879944
S2125,January-15,21:40,1297.355957,6.636927128,860.6014172,211.6692963
S2126,January-15,21:50,1544.625977,7.402042866,1207.766837,203.5269928
S2127,January-15,22:00,1973.077026,8.430728912,1785.45313,198.1804962
S2128,January-15,22:10,1876.155029,8.197203636,1644.86783,197.7684021
S2129,January-15,22:20,2111.325928,8.523535728,1842.526964,197.1273956
S2130,January-15,22:30,2636.720947,9.728786469,2611.604753,198.873703
S2131,January-15,22:40,2424.063965,9.30484581,2342.069904,202.2718964
S2132,January-15,22:50,2234.0979,8.884821892,2070.021607,205.2698059
S2133,January-15,23:00,2467.947021,9.179303169,2260.162348,200.7848969
S2134,January-15,23:10,3099.246094,10.41011047,3021.837387,195.8871002
S2135,January-15,23:20,3395.185059,10.97842026,3264.769553,195.9897003
S2136,January-15,23:30,3601.068115,11.52194023,3427.194696,196.5151978
S2137,January-15,23:40,3601.423096,11.70464039,3468.357848,197.6907043
S2138,January-15,23:50,3602.636963,12.3526001,3566.435873,196.6466064
S2139,January-16,0:00,735.859375,12.19797993,3549.434858,202.4118042
S2140,January-16,0:10,966.7770996,12.21065998,3550.974037,197.4669037
S2141,January-16,0:20,1274.192993,12.19845963,3549.493563,196.6125031
S2142,January-16,0:30,1331.803955,12.1217804,3539.630082,196.1728058
S2143,January-16,0:40,3603.394043,11.9162302,3508.318735,192.2745056
S2144,January-16,0:50,3603.468994,12.22947979,3553.210301,192.2713013
S2145,January-16,1:00,3603.320068,12.07847977,3533.629797,192.3161011
S2146,January-16,1:10,2358.170898,12.63879967,3588.04724,197.6795959
S2147,January-16,1:20,0,11.88078022,3502.182033,203.6278992
S2148,January-16,1:30,2393.478027,12.51523018,3580.252767,199.8388977
S2149,January-16,1:40,193.2451935,13.33518982,3600,207.2655029
S2150,January-16,1:50,0,13.49009037,3600,207.655304
S2151,January-16,2:00,0,12.15231991,3543.674519,205.2014008
S2152,January-16,2:10,0,12.94779015,3597.670552,202.5529022
S2153,January-16,2:20,0,13.11388969,3600,204.7093964
S2154,January-16,2:30,0,12.81694984,3595.289066,206.5731964
S2155,January-16,2:40,0,12.71854973,3591.865785,202.9557037
S2156,January-16,2:50,0,12.54528999,3582.36113,202.4994965
S2157,January-16,3:00,0,12.87156963,3596.582318,201.3482056
S2158,January-16,3:10,0,12.80908012,3595.067178,200.912796
S2159,January-16,3:20,0,14.41798019,3600,204.1022949
S2160,January-16,3:30,0,14.51161003,3600,200.9877014
S2161,January-16,3:40,0,15.10974026,3600,201.7736969
S2162,January-16,3:50,0,14.64653015,3600,202.2001038
S2163,January-16,4:00,0,13.76926041,3600,203.1338959
S2164,January-16,4:10,0,14.50986958,3600,205.7279968
S2165,January-16,4:20,0,14.75465965,3600,206.6273041
S2166,January-16,4:30,0,14.42113972,3600,205.197403
S2167,January-16,4:40,0,14.39041042,3600,203.9694977
S2168,January-16,4:50,0,14.29782963,3600,202.9429016
S2169,January-16,5:00,0,14.43892956,3600,201.0115051
S2170,January-16,5:10,0,14.25065994,3600,200.6912994
S2171,January-16,5:20,0,14.86779976,3600,197.6725006
S2172,January-16,5:30,0,15.28781033,3600,197.7398987
S2173,January-16,5:40,0,15.98262024,3600,202.5005951
S2174,January-16,5:50,0,15.38671017,3600,200.6096954
S2175,January-16,6:00,0,14.73151016,3600,198.558197
S2176,January-16,6:10,0,14.86573029,3600,201.7642059
S2177,January-16,6:20,0,14.76840019,3600,202.2324066
S2178,January-16,6:30,0,14.61505032,3600,202.9266968
S2179,January-16,6:40,0,14.81783962,3600,203.5419006
S2180,January-16,6:50,0,14.37674046,3600,197.5917053
S2181,January-16,7:00,0,14.92226028,3600,197.9382935
S2182,January-16,7:10,0,15.7012701,3600,196.6611023
S2183,January-16,7:20,0,16.35250092,3600,199.9673004
S2184,January-16,7:30,0,16.5515995,3600,199.9002075
S2185,January-16,7:40,0,15.73733997,3600,196.6011963
S2186,January-16,7:50,0,15.70388031,3600,195.9080048
S2187,January-16,8:00,0,15.57343006,3600,198.3504028
S2188,January-16,8:10,0,15.20740986,3600,198.076004
S2189,January-16,8:20,0,14.99372005,3600,200.5552979
S2190,January-16,8:30,0,14.33990955,3600,200.884903
S2191,January-16,8:40,0,14.97805977,3600,201.6358032
S2192,January-16,8:50,0,15.22004032,3600,197.4564056
S2193,January-16,9:00,0,14.68422031,3600,197.472702
S2194,January-16,9:10,0,14.28833008,3600,201.740097
S2195,January-16,9:20,0,14.56064987,3600,205.0498047
S2196,January-16,9:30,0,14.63941002,3600,207.8087006
S2197,January-16,9:40,0,14.72455025,3600,209.1513977
S2198,January-16,9:50,0,14.38152981,3600,204.5617981
S2199,January-16,10:00,0,14.29469967,3600,205.9725952
S2200,January-16,10:10,0,13.81634045,3600,203.7274933
S2201,January-16,10:20,0,13.35731983,3600,203.0536041
S2202,January-16,10:30,18.63600922,12.36425972,3567.563505,203.411499
S2203,January-16,10:40,3569.281982,12.87384987,3596.626956,198.5821991
S2204,January-16,10:50,3599.916992,13.49147987,3600,199.1398926
S2205,January-16,11:00,3601.12207,13.37096024,3600,196.9474945
S2206,January-16,11:10,3589.821045,12.84239006,3595.945008,197.486496
S2207,January-16,11:20,3602.635986,13.49781036,3600,200.4994965
S2208,January-16,11:30,3576.406006,12.50599957,3579.577728,198.4723053
S2209,January-16,11:40,3602.397949,13.28374004,3600,199.8616028
S2210,January-16,11:50,3602.822021,14.11594963,3600,201.9163971
S2211,January-16,12:00,3603.180908,14.68612957,3600,201.8706055
S2212,January-16,12:10,3603.4021,14.57304001,3600,198.8742065
S2213,January-16,12:20,3603.23291,14.07341957,3600,198.3267975
S2214,January-16,12:30,3592.784912,12.95011997,3597.690744,199.5431976
S2215,January-16,12:40,3601.272949,13.32509995,3600,203.5422974
S2216,January-16,12:50,3603.299072,13.10575962,3600,204.0444946
S2217,January-16,13:00,3570.888916,12.77880001,3594.129535,206.3952942
S2218,January-16,13:10,3458.043945,12.13766956,3541.753594,205.9770966
S2219,January-16,13:20,3370.75,11.79759979,3486.907734,203.2714996
S2220,January-16,13:30,3374.166016,12.14138031,3542.243494,204.283493
S2221,January-16,13:40,3447.155029,12.04458046,3528.71276,204.6517944
S2222,January-16,13:50,3577.974121,12.58076,3584.672815,206.0720978
S2223,January-16,14:00,3561.218994,12.43120956,3573.626305,207.7525024
S2224,January-16,14:10,3530.797119,12.31301975,3562.44782,207.2962036
S2225,January-16,14:20,3386.288086,11.92658043,3510.068891,206.3276062
S2226,January-16,14:30,3016.217041,11.21467018,3343.084352,207.622406
S2227,January-16,14:40,2835.499023,10.63574982,3128.083318,209.1362
S2228,January-16,14:50,2918.831055,10.7528801,3178.030751,208.9882965
S2229,January-16,15:00,2852.823975,10.78201008,3189.921539,210.6681976
S2230,January-16,15:10,2795.666016,10.76632023,3183.542902,214.1759949
S2231,January-16,15:20,2892.680908,10.9633503,3259.348097,211.2480011
S2232,January-16,15:30,2712.25,10.44326973,3038.305875,211.4571075
S2233,January-16,15:40,2731.766113,10.31499958,2972.91029,207.5101929
S2234,January-16,15:50,3046.434082,10.85342026,3218.19648,204.7792969
S2235,January-16,16:00,2996.290039,10.71560001,3162.507148,204.7814026
S2236,January-16,16:10,2996.059082,10.75201988,3177.676437,204.0267029
S2237,January-16,16:20,2866.163086,10.4693203,3051.033592,203.7722015
S2238,January-16,16:30,2432.169922,9.704909325,2594.542052,204.7187042
S2239,January-16,16:40,3014.375977,10.81188965,3201.902605,203.0511017
S2240,January-16,16:50,3313.690918,11.46415043,3412.834196,204.527298
S2241,January-16,17:00,3221.571045,11.38720989,3392.684053,206.2969971
S2242,January-16,17:10,3401.85498,11.67296028,3461.67242,202.7832947
S2243,January-16,17:20,3309.021973,11.29660034,3367.410521,202.3410034
S2244,January-16,17:30,3422.948975,11.68258953,3463.72424,201.1634064
S2245,January-16,17:40,3449.416992,11.65412045,3457.607817,199.9008026
S2246,January-16,17:50,3456.697021,11.66711998,3460.419515,198.4178925
S2247,January-16,18:00,3575.514893,11.97861958,3518.58614,196.6427002
S2248,January-16,18:10,3218.073975,11.24368954,3351.862967,196.2572937
S2249,January-16,18:20,3472.541992,11.87454033,3501.078942,196.2852936
S2250,January-16,18:30,3601.845947,12.52649975,3581.059305,196.1210022
S2251,January-16,18:40,3592.954102,12.8698101,3596.547362,195.0263062
S2252,January-16,18:50,3553.63208,13.04290009,3600,193.8838959
S2253,January-16,19:00,3463.230957,13.38829994,3600,193.953598
S2254,January-16,19:10,3455.924072,13.62567997,3600,193.6703949
S2255,January-16,19:20,3414.837891,13.81931973,3600,195.3843994
S2256,January-16,19:30,3399.080078,14.08403969,3600,192.142395
S2257,January-16,19:40,3435.975098,14.10758018,3600,190.9942017
S2258,January-16,19:50,3515.217041,13.64091969,3600,192.392395
S2259,January-16,20:00,3511.4729,12.72906017,3592.298998,196.8992004
